T29,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
642,Romania,2010,Percentage of individuals using the internet,39.9300,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
642,Romania,2015,Percentage of individuals using the internet,55.7632,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
642,Romania,2016,Percentage of individuals using the internet,59.5040,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
642,Romania,2017,Percentage of individuals using the internet,63.7473,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
642,Romania,2018,Percentage of individuals using the internet,70.6813,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
643,Russian Federation,2000,Percentage of individuals using the internet,1.9772,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
643,Russian Federation,2005,Percentage of individuals using the internet,15.2267,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
643,Russian Federation,2010,Percentage of individuals using the internet,43.0000,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
643,Russian Federation,2015,Percentage of individuals using the internet,70.1000,Users in the last 3 months.;Population aged 15 to 72 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
643,Russian Federation,2016,Percentage of individuals using the internet,73.0914,Users in the last 12 months.;Population aged 15 to 72 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
643,Russian Federation,2017,Percentage of individuals using the internet,76.0081,Users in the last 3 months.;Population aged 15 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
643,Russian Federation,2018,Percentage of individuals using the internet,80.8647,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
646,Rwanda,2000,Percentage of individuals using the internet,0.0628,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
646,Rwanda,2005,Percentage of individuals using the internet,0.5560,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
646,Rwanda,2010,Percentage of individuals using the internet,8.0000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
646,Rwanda,2015,Percentage of individuals using the internet,18.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
646,Rwanda,2016,Percentage of individuals using the internet,20.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
646,Rwanda,2017,Percentage of individuals using the internet,21.7676,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
654,Saint Helena,2000,Percentage of individuals using the internet,5.9218,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
654,Saint Helena,2005,Percentage of individuals using the internet,15.9101,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
654,Saint Helena,2010,Percentage of individuals using the internet,24.9400,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
655,Ascension,2000,Percentage of individuals using the internet,34.9379,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
655,Ascension,2010,Percentage of individuals using the internet,35.0000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
659,Saint Kitts and Nevis,2000,Percentage of individuals using the internet,5.8628,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
659,Saint Kitts and Nevis,2005,Percentage of individuals using the internet,34.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
659,Saint Kitts and Nevis,2010,Percentage of individuals using the internet,63.0000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
659,Saint Kitts and Nevis,2015,Percentage of individuals using the internet,75.7000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
659,Saint Kitts and Nevis,2016,Percentage of individuals using the internet,76.8177,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
659,Saint Kitts and Nevis,2017,Percentage of individuals using the internet,80.7102,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
662,Saint Lucia,2000,Percentage of individuals using the internet,5.0905,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
662,Saint Lucia,2005,Percentage of individuals using the internet,21.5676,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
662,Saint Lucia,2010,Percentage of individuals using the internet,32.5000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
662,Saint Lucia,2015,Percentage of individuals using the internet,42.5309,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
662,Saint Lucia,2016,Percentage of individuals using the internet,46.7291,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
662,Saint Lucia,2017,Percentage of individuals using the internet,50.8152,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
670,Saint Vincent & Grenadines,2000,Percentage of individuals using the internet,3.2450,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
670,Saint Vincent & Grenadines,2005,Percentage of individuals using the internet,9.1983,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
670,Saint Vincent & Grenadines,2010,Percentage of individuals using the internet,33.7000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
670,Saint Vincent & Grenadines,2015,Percentage of individuals using the internet,17.1321,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
670,Saint Vincent & Grenadines,2016,Percentage of individuals using the internet,20.6894,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
670,Saint Vincent & Grenadines,2017,Percentage of individuals using the internet,22.0043,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
670,Saint Vincent & Grenadines,2018,Percentage of individuals using the internet,22.3943,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
882,Samoa,2000,Percentage of individuals using the internet,0.5664,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
882,Samoa,2005,Percentage of individuals using the internet,3.3526,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
882,Samoa,2010,Percentage of individuals using the internet,7.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
882,Samoa,2015,Percentage of individuals using the internet,25.4070,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
882,Samoa,2016,Percentage of individuals using the internet,29.4117,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
882,Samoa,2017,Percentage of individuals using the internet,33.6109,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
674,San Marino,2000,Percentage of individuals using the internet,48.7995,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
674,San Marino,2005,Percentage of individuals using the internet,50.2596,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
674,San Marino,2017,Percentage of individuals using the internet,60.1823,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
678,Sao Tome and Principe,2000,Percentage of individuals using the internet,4.6385,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
678,Sao Tome and Principe,2005,Percentage of individuals using the internet,13.7595,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
678,Sao Tome and Principe,2010,Percentage of individuals using the internet,18.7500,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
678,Sao Tome and Principe,2015,Percentage of individuals using the internet,25.8200,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
678,Sao Tome and Principe,2016,Percentage of individuals using the internet,28.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
678,Sao Tome and Principe,2017,Percentage of individuals using the internet,29.9312,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
682,Saudi Arabia,2000,Percentage of individuals using the internet,2.2107,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
682,Saudi Arabia,2005,Percentage of individuals using the internet,12.7050,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
682,Saudi Arabia,2010,Percentage of individuals using the internet,41.0000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
682,Saudi Arabia,2015,Percentage of individuals using the internet,69.6162,Population aged 12 to 65 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
682,Saudi Arabia,2016,Percentage of individuals using the internet,74.8793,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
682,Saudi Arabia,2017,Percentage of individuals using the internet,82.1200,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
682,Saudi Arabia,2018,Percentage of individuals using the internet,93.3100,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
686,Senegal,2000,Percentage of individuals using the internet,0.4040,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
686,Senegal,2005,Percentage of individuals using the internet,4.7867,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
686,Senegal,2010,Percentage of individuals using the internet,8.0000,Estimate.;Population aged 12 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
686,Senegal,2015,Percentage of individuals using the internet,27.0000,Population aged 18 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
686,Senegal,2016,Percentage of individuals using the internet,25.6648,Population aged 18 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
686,Senegal,2017,Percentage of individuals using the internet,46.0000,Population aged 18 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
688,Serbia,2005,Percentage of individuals using the internet,26.3000,Estimate.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
688,Serbia,2010,Percentage of individuals using the internet,40.9000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
688,Serbia,2015,Percentage of individuals using the internet,65.3170,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
688,Serbia,2016,Percentage of individuals using the internet,67.0568,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
688,Serbia,2017,Percentage of individuals using the internet,70.3308,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
688,Serbia,2018,Percentage of individuals using the internet,73.3607,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
690,Seychelles,2000,Percentage of individuals using the internet,7.3956,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
690,Seychelles,2005,Percentage of individuals using the internet,25.4133,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
690,Seychelles,2010,Percentage of individuals using the internet,41.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
690,Seychelles,2015,Percentage of individuals using the internet,54.2596,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
690,Seychelles,2016,Percentage of individuals using the internet,56.5147,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
690,Seychelles,2017,Percentage of individuals using the internet,58.7698,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
694,Sierra Leone,2000,Percentage of individuals using the internet,0.1183,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
694,Sierra Leone,2005,Percentage of individuals using the internet,0.2154,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
694,Sierra Leone,2010,Percentage of individuals using the internet,0.5800,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
694,Sierra Leone,2015,Percentage of individuals using the internet,6.3444,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
694,Sierra Leone,2016,Percentage of individuals using the internet,11.7732,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
694,Sierra Leone,2017,Percentage of individuals using the internet,9.0000,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
702,Singapore,2000,Percentage of individuals using the internet,36.0000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
702,Singapore,2005,Percentage of individuals using the internet,61.0000,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
702,Singapore,2010,Percentage of individuals using the internet,71.0000,Estimate.;Population aged 7 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
702,Singapore,2015,Percentage of individuals using the internet,79.0130,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
702,Singapore,2016,Percentage of individuals using the internet,84.4523,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
702,Singapore,2017,Percentage of individuals using the internet,84.4495,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
702,Singapore,2018,Percentage of individuals using the internet,88.1656,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
703,Slovakia,2000,Percentage of individuals using the internet,9.4268,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
703,Slovakia,2005,Percentage of individuals using the internet,55.1900,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
703,Slovakia,2010,Percentage of individuals using the internet,75.7100,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
703,Slovakia,2015,Percentage of individuals using the internet,77.6347,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
703,Slovakia,2016,Percentage of individuals using the internet,80.4759,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
703,Slovakia,2017,Percentage of individuals using the internet,81.6257,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
703,Slovakia,2018,Percentage of individuals using the internet,80.6603,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
705,Slovenia,2000,Percentage of individuals using the internet,15.1103,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
705,Slovenia,2005,Percentage of individuals using the internet,46.8100,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
705,Slovenia,2010,Percentage of individuals using the internet,70.0000,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
705,Slovenia,2015,Percentage of individuals using the internet,73.0987,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
705,Slovenia,2016,Percentage of individuals using the internet,75.4985,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
705,Slovenia,2017,Percentage of individuals using the internet,78.8854,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
705,Slovenia,2018,Percentage of individuals using the internet,79.7500,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
90,Solomon Islands,2000,Percentage of individuals using the internet,0.4813,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
90,Solomon Islands,2005,Percentage of individuals using the internet,0.8443,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
90,Solomon Islands,2010,Percentage of individuals using the internet,5.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
90,Solomon Islands,2015,Percentage of individuals using the internet,10.0005,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
90,Solomon Islands,2016,Percentage of individuals using the internet,11.0009,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
90,Solomon Islands,2017,Percentage of individuals using the internet,11.9242,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
706,Somalia,2000,Percentage of individuals using the internet,0.0200,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
706,Somalia,2005,Percentage of individuals using the internet,1.0773,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
706,Somalia,2015,Percentage of individuals using the internet,1.7600,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
706,Somalia,2016,Percentage of individuals using the internet,1.8800,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
706,Somalia,2017,Percentage of individuals using the internet,2.0040,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
710,South Africa,2000,Percentage of individuals using the internet,5.3486,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
710,South Africa,2005,Percentage of individuals using the internet,7.4885,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
710,South Africa,2010,Percentage of individuals using the internet,24.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
710,South Africa,2015,Percentage of individuals using the internet,51.9191,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
710,South Africa,2016,Percentage of individuals using the internet,54.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
710,South Africa,2017,Percentage of individuals using the internet,56.1674,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
728,South Sudan,2015,Percentage of individuals using the internet,5.5000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
728,South Sudan,2016,Percentage of individuals using the internet,6.6797,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
728,South Sudan,2017,Percentage of individuals using the internet,7.9774,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
724,Spain,2000,Percentage of individuals using the internet,13.6250,Population aged 14 years and over.;November.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
724,Spain,2005,Percentage of individuals using the internet,47.8800,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
724,Spain,2010,Percentage of individuals using the internet,65.8000,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
724,Spain,2015,Percentage of individuals using the internet,78.6896,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
724,Spain,2016,Percentage of individuals using the internet,80.5613,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
724,Spain,2017,Percentage of individuals using the internet,84.6022,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
724,Spain,2018,Percentage of individuals using the internet,86.1072,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
144,Sri Lanka,2000,Percentage of individuals using the internet,0.6474,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
144,Sri Lanka,2005,Percentage of individuals using the internet,1.7920,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
144,Sri Lanka,2010,Percentage of individuals using the internet,12.0000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
144,Sri Lanka,2015,Percentage of individuals using the internet,12.1000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
144,Sri Lanka,2016,Percentage of individuals using the internet,16.4000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
144,Sri Lanka,2017,Percentage of individuals using the internet,34.1133,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
275,State of Palestine,2000,Percentage of individuals using the internet,1.1113,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
275,State of Palestine,2005,Percentage of individuals using the internet,16.0050,Estimate.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
275,State of Palestine,2010,Percentage of individuals using the internet,37.4000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
275,State of Palestine,2015,Percentage of individuals using the internet,57.4242,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
275,State of Palestine,2016,Percentage of individuals using the internet,61.1784,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
275,State of Palestine,2017,Percentage of individuals using the internet,65.2000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
275,State of Palestine,2018,Percentage of individuals using the internet,64.4000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
729,Sudan,2000,Percentage of individuals using the internet,0.0258,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
729,Sudan,2005,Percentage of individuals using the internet,1.2920,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
729,Sudan,2010,Percentage of individuals using the internet,16.7000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
729,Sudan,2015,Percentage of individuals using the internet,26.6100,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
729,Sudan,2016,Percentage of individuals using the internet,14.1000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
729,Sudan,2017,Percentage of individuals using the internet,30.8703,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
740,Suriname,2000,Percentage of individuals using the internet,2.5064,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
740,Suriname,2005,Percentage of individuals using the internet,6.4031,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
740,Suriname,2010,Percentage of individuals using the internet,31.5900,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
740,Suriname,2015,Percentage of individuals using the internet,42.7638,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
740,Suriname,2016,Percentage of individuals using the internet,45.4000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
740,Suriname,2017,Percentage of individuals using the internet,48.9452,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
752,Sweden,2000,Percentage of individuals using the internet,45.6877,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
752,Sweden,2005,Percentage of individuals using the internet,84.8300,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
752,Sweden,2010,Percentage of individuals using the internet,90.0000,Population aged 16 to 75 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
752,Sweden,2015,Percentage of individuals using the internet,90.6102,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
752,Sweden,2016,Percentage of individuals using the internet,89.6509,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
752,Sweden,2017,Percentage of individuals using the internet,95.5101,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
752,Sweden,2018,Percentage of individuals using the internet,92.1417,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
756,Switzerland,2000,Percentage of individuals using the internet,47.1000,Population aged 14 years and over.;Users in the last 6 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
756,Switzerland,2005,Percentage of individuals using the internet,70.1000,Population aged 14 years and over.;Users in the last 6 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
756,Switzerland,2010,Percentage of individuals using the internet,83.9000,Population aged 14 years and over.;Users in the last 6 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
756,Switzerland,2015,Percentage of individuals using the internet,87.4791,Population aged 14 years and over.;Users in the last 6 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
756,Switzerland,2016,Percentage of individuals using the internet,89.1347,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
756,Switzerland,2017,Percentage of individuals using the internet,89.6861,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
760,Syrian Arab Republic,2000,Percentage of individuals using the internet,0.1817,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
760,Syrian Arab Republic,2005,Percentage of individuals using the internet,5.6481,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
760,Syrian Arab Republic,2010,Percentage of individuals using the internet,20.7000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
760,Syrian Arab Republic,2015,Percentage of individuals using the internet,29.9798,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
760,Syrian Arab Republic,2016,Percentage of individuals using the internet,31.8696,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
760,Syrian Arab Republic,2017,Percentage of individuals using the internet,34.2534,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
762,Tajikistan,2000,Percentage of individuals using the internet,0.0486,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
762,Tajikistan,2005,Percentage of individuals using the internet,0.2987,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
762,Tajikistan,2010,Percentage of individuals using the internet,11.5500,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
762,Tajikistan,2015,Percentage of individuals using the internet,18.9800,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
762,Tajikistan,2016,Percentage of individuals using the internet,20.4700,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
762,Tajikistan,2017,Percentage of individuals using the internet,21.9600,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
764,Thailand,2000,Percentage of individuals using the internet,3.6890,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
764,Thailand,2005,Percentage of individuals using the internet,15.0260,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
764,Thailand,2010,Percentage of individuals using the internet,22.4000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
764,Thailand,2015,Percentage of individuals using the internet,39.3161,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
764,Thailand,2016,Percentage of individuals using the internet,47.5050,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
764,Thailand,2017,Percentage of individuals using the internet,52.8919,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
764,Thailand,2018,Percentage of individuals using the internet,56.8175,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
